Protein.Names,Exo1_92.1_Control_rep1,Exo1_92.1_Control_rep2,Exo2_IBUD_rep1,Exo2_IBUD_rep2,Exo3_Control_rep1,Exo3_Control_rep2,Exo4_IBUD_rep1,Exo4_IBUD_rep2,Exo5_Control_rep1,Exo5_Control_rep2,Exo6_IBUD_rep1,Exo6_IBUD_rep2
CYTSA_HUMAN,7.74E+03,6.79E+03,8.99E+03,7.59E+03,7.13E+03,8.74E+03,8.36E+03,9.76E+03,1.31E+04,1.35E+04,1.61E+04,1.80E+04
STUM_HUMAN,3.72E+03,4.65E+03,2.99E+03,2.43E+03,,,,,4.45E+03,3.95E+03,2.31E+03,1.58E+03
HEAT6_HUMAN,2.38E+03,3.03E+03,3.62E+03,2.80E+03,2.58E+03,3.60E+03,3.30E+03,3.88E+03,2.62E+03,3.04E+03,3.54E+03,3.93E+03
ATLA3_HUMAN,6.95E+03,6.62E+03,7.40E+03,7.16E+03,2.19E+03,2.18E+03,2.97E+03,3.34E+03,2.78E+03,2.57E+03,2.98E+03,3.79E+03
RL7L_HUMAN,1.31E+04,1.49E+04,1.80E+04,1.44E+04,3.14E+03,2.68E+03,4.49E+03,5.56E+03,,3.29E+03,5.91E+03,5.31E+03
NXN_HUMAN,3.52E+03,2.51E+03,2.60E+03,2.75E+03,2.81E+03,2.72E+03,2.11E+03,2.31E+03,3.72E+03,3.62E+03,3.80E+03,4.64E+03
MCTP1_HUMAN,4.46E+04,2.99E+04,,1.53E+04,9.96E+03,1.01E+04,1.43E+04,2.29E+04,3.79E+04,4.59E+04,6.16E+04,7.56E+04
IQEC1_HUMAN,3.89E+03,,6.03E+03,3.37E+03,4.00E+03,4.25E+03,4.07E+03,4.62E+03,3.83E+03,3.44E+03,3.63E+03,3.88E+03
DMKN_HUMAN,3.79E+03,4.10E+03,,1.44E+03,,2.07E+03,,,1.43E+03,2.19E+03,1.52E+03,
GL1AD_HUMAN,,,,,3.68E+03,4.52E+03,4.01E+03,4.01E+03,,1.83E+03,,2.86E+03
VASN_HUMAN,1.13E+04,,1.40E+04,1.24E+04,1.01E+04,1.18E+04,9.39E+03,1.22E+04,8.27E+03,8.86E+03,8.58E+03,9.72E+03
CPIN1_HUMAN,1.54E+04,1.61E+04,1.65E+04,1.65E+04,2.64E+04,2.92E+04,2.41E+04,2.96E+04,1.69E+04,1.56E+04,1.74E+04,1.82E+04
ZFAN6_HUMAN,,7.11E+03,4.66E+03,7.21E+03,1.26E+04,1.29E+04,1.18E+04,1.18E+04,8.16E+03,8.07E+03,7.21E+03,9.03E+03
SMYD5_HUMAN,,,5.50E+03,,2.60E+03,3.27E+03,5.08E+03,5.05E+03,5.73E+03,4.67E+03,5.99E+03,7.78E+03
PTRD1_HUMAN,1.44E+04,1.79E+04,2.18E+04,2.01E+04,3.30E+04,3.09E+04,3.45E+04,2.62E+04,2.59E+04,2.47E+04,2.40E+04,1.97E+04
OTU7B_HUMAN,1.07E+04,9.26E+03,1.04E+04,7.66E+03,1.60E+04,1.64E+04,1.68E+04,2.07E+04,1.49E+04,1.64E+04,1.72E+04,1.99E+04
THOC7_HUMAN,4.37E+03,3.52E+03,4.03E+03,3.69E+03,,1.28E+03,,3.94E+03,,,3.88E+03,5.38E+03
ELP2_HUMAN,5.77E+03,4.20E+03,8.95E+03,6.11E+03,4.17E+03,4.15E+03,4.05E+03,5.27E+03,4.88E+03,3.37E+03,4.75E+03,8.35E+03
LTOR1_HUMAN,1.42E+05,1.64E+05,2.33E+05,2.32E+05,4.52E+04,4.98E+04,6.37E+04,7.14E+04,6.74E+04,7.38E+04,7.22E+04,7.90E+04
TWF2_HUMAN,1.39E+04,1.26E+04,1.27E+04,1.18E+04,3.77E+04,4.09E+04,3.82E+04,3.98E+04,1.71E+04,1.85E+04,1.80E+04,1.82E+04
GRAM4_HUMAN,,,,,2.78E+03,3.16E+03,3.16E+03,3.32E+03,,2.27E+03,,
DESI1_HUMAN,3.64E+03,3.91E+03,4.19E+03,6.40E+03,8.69E+03,9.50E+03,8.26E+03,8.80E+03,6.48E+03,7.33E+03,7.31E+03,5.88E+03
K0930_HUMAN,,2.82E+03,4.78E+03,3.99E+03,7.36E+03,5.80E+03,6.90E+03,5.70E+03,,4.78E+03,4.54E+03,6.29E+03
TNG2_HUMAN,,,,,,,,,,,,
NAPEP_HUMAN,,,,,,3.27E+03,2.63E+03,,2.90E+03,2.96E+03,3.86E+03,3.31E+03
RAB12_HUMAN,1.06E+04,1.09E+04,1.22E+04,1.18E+04,2.13E+04,2.05E+04,2.13E+04,2.30E+04,1.06E+04,1.10E+04,1.36E+04,1.37E+04
PKHA7_HUMAN,,1.98E+03,,,,1.16E+03,7.85E+02,1.24E+03,2.22E+03,3.00E+03,3.80E+03,3.71E+03
K2C80_HUMAN,2.98E+04,3.41E+04,1.71E+04,1.71E+04,7.89E+03,9.14E+03,5.46E+03,7.04E+03,7.87E+03,9.03E+03,7.38E+03,7.31E+03
NIPBL_HUMAN,3.78E+02,1.43E+03,8.95E+02,6.33E+02,,,5.37E+02,5.71E+02,,,8.04E+02,8.06E+02
PDE12_HUMAN,1.06E+04,9.29E+03,1.18E+04,1.18E+04,1.17E+04,1.07E+04,1.30E+04,1.14E+04,9.71E+03,9.01E+03,8.95E+03,8.24E+03
LIN54_HUMAN,8.34E+03,3.18E+03,2.76E+03,,4.98E+03,1.32E+03,6.65E+03,1.21E+03,9.69E+03,3.77E+03,3.53E+03,1.23E+03
NAA16_HUMAN,3.10E+03,2.59E+03,1.89E+03,1.79E+03,,,,,,9.91E+02,1.62E+03,1.50E+03
MYORG_HUMAN,2.78E+02,5.90E+02,,,6.91E+02,1.23E+03,9.98E+02,2.10E+03,,,,7.39E+02
PHLB3_HUMAN,,1.72E+03,,,1.42E+03,1.35E+03,1.16E+03,1.30E+03,1.21E+03,1.35E+03,,
LRC8E_HUMAN,1.10E+04,1.20E+04,1.12E+04,9.78E+03,1.11E+03,1.36E+03,,1.69E+03,9.74E+03,9.72E+03,1.10E+04,1.08E+04
S18B1_HUMAN,2.76E+04,2.89E+04,4.36E+04,4.57E+04,,,,,1.71E+03,,2.04E+03,2.94E+03
SAPL1_HUMAN,2.83E+03,2.57E+03,1.59E+03,1.50E+03,1.12E+03,9.55E+02,,9.37E+02,1.44E+03,1.13E+03,8.99E+02,8.32E+02
SCMC1_HUMAN,7.62E+03,6.41E+03,9.23E+03,9.09E+03,6.03E+03,,,6.56E+03,,,3.35E+03,
TYW1B_HUMAN;TYW1_HUMAN,,,,,,,3.09E+03,,7.74E+03,4.40E+03,,
RETST_HUMAN,,1.70E+03,1.41E+03,1.65E+03,,1.59E+03,,1.62E+03,2.23E+03,,1.65E+03,
RINT1_HUMAN,,,,,,,,6.32E+02,7.91E+02,8.96E+02,1.43E+03,1.14E+03
MFS12_HUMAN,2.84E+04,3.35E+04,3.41E+04,3.64E+04,1.65E+04,2.19E+04,2.87E+04,4.03E+04,1.12E+04,1.58E+04,1.95E+04,2.22E+04
HIBCH_HUMAN,,,1.06E+03,,,,1.08E+03,1.28E+03,1.83E+03,1.83E+03,1.70E+03,2.22E+03
RWDD4_HUMAN,,,6.28E+03,4.40E+03,7.06E+03,7.77E+03,6.44E+03,6.91E+03,3.89E+03,4.42E+03,5.76E+03,4.57E+03
RGMB_HUMAN,,,,,3.63E+03,3.95E+03,2.22E+03,4.12E+03,3.41E+03,3.44E+03,3.35E+03,5.77E+03
ARMC6_HUMAN,1.78E+04,1.64E+04,1.92E+04,1.89E+04,7.40E+03,8.17E+03,7.90E+03,8.46E+03,1.02E+04,9.79E+03,9.24E+03,1.18E+04
JMJD6_HUMAN,4.37E+03,3.23E+03,3.99E+03,4.43E+03,,2.26E+03,3.46E+03,3.54E+03,2.94E+03,2.78E+03,5.41E+03,5.14E+03
PPR18_HUMAN,1.17E+04,1.02E+04,7.19E+03,9.09E+03,2.11E+04,2.15E+04,2.23E+04,2.31E+04,2.76E+04,2.71E+04,2.85E+04,3.29E+04
MZT2A_HUMAN;MZT2B_HUMAN,,,,1.27E+03,,7.46E+02,9.06E+02,1.44E+03,9.41E+02,9.97E+02,1.37E+03,1.12E+03
CAVN1_HUMAN,7.81E+03,7.68E+03,1.09E+04,1.08E+04,2.14E+04,2.10E+04,2.01E+04,2.71E+04,1.57E+04,1.60E+04,1.70E+03,3.48E+03
ZCHC8_HUMAN,1.17E+03,1.15E+03,1.71E+03,1.58E+03,,,,,4.14E+02,3.66E+02,1.18E+03,1.80E+03
DHX57_HUMAN,1.32E+04,1.32E+04,1.41E+04,1.65E+04,2.69E+03,2.84E+03,3.17E+03,4.11E+03,5.15E+03,5.17E+03,9.55E+03,1.07E+04
S27A4_HUMAN,4.70E+03,5.90E+03,5.20E+03,5.07E+03,2.75E+03,2.85E+03,4.08E+03,3.05E+03,,,,5.12E+03
L2GL2_HUMAN,6.02E+03,5.81E+03,4.35E+03,4.05E+03,,,,,3.68E+03,4.07E+03,4.75E+03,5.29E+03
C2D1A_HUMAN,2.29E+04,2.44E+04,3.09E+04,3.13E+04,5.68E+04,5.80E+04,5.72E+04,6.30E+04,5.92E+04,6.20E+04,5.83E+04,6.64E+04
TATD1_HUMAN,6.11E+03,,5.60E+03,6.47E+03,5.23E+03,5.53E+03,4.89E+03,5.65E+03,5.19E+03,5.95E+03,5.54E+03,6.28E+03
MET2B_HUMAN,,1.78E+03,1.95E+03,2.28E+03,6.06E+03,6.20E+03,3.79E+03,6.21E+03,2.05E+03,1.70E+03,3.31E+03,2.78E+03
EDC4_HUMAN,7.32E+03,8.29E+03,1.23E+04,1.21E+04,2.94E+03,4.44E+03,6.12E+03,6.52E+03,4.23E+03,4.55E+03,5.60E+03,6.68E+03
PRP8_HUMAN,4.61E+04,4.31E+04,5.31E+04,5.50E+04,1.11E+04,1.35E+04,1.70E+04,2.10E+04,1.80E+04,1.91E+04,4.15E+04,4.43E+04
SCYL2_HUMAN,4.51E+03,4.68E+03,4.66E+03,5.03E+03,4.99E+03,5.78E+03,5.43E+03,6.95E+03,5.08E+03,4.89E+03,6.18E+03,6.67E+03
TTC27_HUMAN,3.85E+03,3.92E+03,3.98E+03,5.82E+03,,,9.80E+02,,2.68E+03,2.89E+03,3.70E+03,4.28E+03
GOLM2_HUMAN,6.63E+03,6.62E+03,7.33E+03,8.17E+03,,,,2.27E+03,3.14E+03,3.20E+03,4.13E+03,6.14E+03
CNNM4_HUMAN,1.33E+04,1.38E+04,1.36E+04,1.34E+04,1.25E+04,1.52E+04,1.46E+04,1.80E+04,1.48E+04,1.54E+04,1.80E+04,1.98E+04
PKN3_HUMAN,6.54E+03,6.48E+03,5.64E+03,4.96E+03,,,,,2.52E+03,3.01E+03,3.10E+03,2.90E+03
F171B_HUMAN,9.09E+03,8.35E+03,5.62E+03,6.77E+03,1.56E+04,1.70E+04,1.45E+04,1.75E+04,9.58E+03,1.04E+04,1.04E+04,1.50E+04
PDXD1_HUMAN,6.51E+03,7.40E+03,9.73E+03,9.20E+03,8.94E+03,9.79E+03,1.03E+04,1.15E+04,4.81E+03,5.51E+03,6.16E+03,6.49E+03
MEAK7_HUMAN,1.23E+04,1.39E+04,1.29E+04,1.24E+04,2.21E+04,2.18E+04,2.00E+04,2.20E+04,1.79E+04,1.94E+04,1.99E+04,2.21E+04
VWA1_HUMAN,3.00E+03,2.03E+03,2.76E+03,3.37E+03,2.73E+03,2.89E+03,4.86E+03,5.34E+03,3.54E+03,3.95E+03,8.04E+03,8.98E+03
AB17C_HUMAN,,,2.29E+03,,,2.63E+03,,3.23E+03,,,,
S27A1_HUMAN,4.51E+03,4.30E+03,5.91E+03,7.08E+03,5.50E+03,7.17E+03,8.32E+03,1.07E+04,2.96E+03,4.51E+03,5.37E+03,5.24E+03
EMB_HUMAN,9.00E+03,8.79E+03,8.16E+03,8.70E+03,3.70E+03,4.61E+03,3.15E+03,3.87E+03,,,,
CTR9_HUMAN,4.82E+03,5.90E+03,7.25E+03,8.49E+03,2.07E+03,2.29E+03,3.29E+03,4.29E+03,,,8.05E+03,8.88E+03
AAGAB_HUMAN,4.52E+03,4.54E+03,7.32E+03,7.06E+03,7.35E+03,7.79E+03,8.49E+03,7.55E+03,5.15E+03,5.21E+03,4.93E+03,6.00E+03
TT23L_HUMAN,3.89E+04,3.78E+04,3.35E+04,3.63E+04,2.69E+04,2.82E+04,2.58E+04,2.36E+04,1.80E+04,2.05E+04,1.82E+04,1.51E+04
TTC37_HUMAN,1.49E+04,1.26E+04,1.57E+04,1.52E+04,6.03E+03,6.33E+03,7.66E+03,8.42E+03,5.20E+03,5.90E+03,4.56E+03,4.14E+03
ULK3_HUMAN,1.68E+03,4.90E+03,4.58E+03,5.00E+03,6.56E+03,7.82E+03,7.93E+03,8.92E+03,2.89E+04,3.13E+04,2.68E+04,2.81E+04
NCEH1_HUMAN,1.12E+04,4.32E+03,5.95E+03,8.66E+03,,,,3.51E+03,6.61E+03,6.23E+03,1.05E+04,9.92E+03
RHDF2_HUMAN,4.94E+04,5.09E+04,3.83E+04,3.98E+04,1.69E+04,1.71E+04,1.61E+04,1.79E+04,2.08E+04,1.88E+04,2.13E+04,1.88E+04
BRAT1_HUMAN,,,2.94E+03,1.82E+03,1.63E+03,2.26E+03,,1.42E+03,2.24E+03,3.46E+03,3.39E+03,3.34E+03
LARP1_HUMAN,4.94E+04,4.31E+04,5.27E+04,5.25E+04,1.71E+04,1.76E+04,2.07E+04,2.30E+04,1.97E+04,1.97E+04,3.31E+04,3.68E+04
ATAD2_HUMAN,4.12E+03,5.00E+03,4.62E+03,5.08E+03,,,,,,,3.18E+03,3.75E+03
TMED8_HUMAN,,,1.80E+03,2.54E+03,2.32E+03,2.83E+03,2.40E+03,3.04E+03,2.04E+03,3.51E+03,2.52E+03,2.80E+03
TRAF7_HUMAN,1.25E+04,1.23E+04,1.15E+04,1.17E+04,8.82E+03,9.55E+03,1.01E+04,1.03E+04,8.15E+03,8.00E+03,8.86E+03,9.10E+03
BL1S2_HUMAN,7.44E+03,9.28E+03,1.51E+04,1.59E+04,1.50E+04,1.55E+04,1.40E+04,1.20E+04,7.26E+03,3.09E+03,2.57E+03,
RICTR_HUMAN,2.54E+03,3.90E+03,4.51E+03,3.27E+03,4.44E+03,5.60E+03,4.68E+03,6.75E+03,4.73E+03,4.81E+03,5.22E+03,5.95E+03
ATRAP_HUMAN,3.24E+04,3.00E+04,3.65E+04,3.57E+04,9.26E+03,1.06E+04,1.08E+04,1.33E+04,1.39E+04,1.48E+04,1.63E+04,1.92E+04
S4A10_HUMAN,6.34E+03,9.28E+03,8.29E+03,7.31E+03,1.72E+04,2.59E+04,2.27E+04,3.63E+04,1.04E+04,8.26E+03,9.87E+03,1.35E+04
FIP1_HUMAN,5.40E+03,4.46E+03,4.39E+03,5.07E+03,,8.94E+02,5.04E+02,,1.96E+03,2.32E+03,2.41E+03,2.06E+03
SAS6_HUMAN,,,8.48E+02,1.04E+03,4.31E+02,3.95E+02,7.10E+02,1.12E+03,,6.25E+02,7.22E+02,6.17E+02
CSPG4_HUMAN,3.43E+04,,2.39E+06,8.38E+05,1.15E+06,1.18E+06,1.22E+06,1.31E+06,1.12E+04,8.79E+03,1.41E+04,1.53E+04
ARAID_HUMAN,5.94E+03,9.23E+03,1.01E+04,1.01E+04,6.11E+03,3.01E+03,6.94E+03,,,2.83E+03,,
PLGT2_HUMAN,4.76E+03,5.00E+03,3.92E+03,5.29E+03,,,,,,,,
TM205_HUMAN,9.23E+03,8.43E+03,1.04E+04,1.16E+04,6.46E+02,,1.73E+03,2.18E+03,6.32E+03,6.81E+03,7.94E+03,9.43E+03
LRSM1_HUMAN,9.44E+03,8.78E+03,8.22E+03,9.32E+03,1.20E+04,1.35E+04,1.26E+04,1.51E+04,6.98E+03,7.94E+03,8.04E+03,9.67E+03
GAK1B_HUMAN,3.19E+03,,1.83E+03,2.41E+03,,1.88E+03,2.03E+03,2.34E+03,1.82E+03,1.73E+03,4.31E+03,3.94E+03
DHR11_HUMAN,,,5.30E+03,,5.85E+03,5.51E+03,6.01E+03,3.12E+03,6.77E+03,7.77E+03,3.67E+03,5.25E+03
LCLT1_HUMAN,9.02E+03,6.77E+03,8.65E+03,9.03E+03,,1.74E+03,1.73E+03,,,,,3.33E+03
SBSN_HUMAN,8.15E+03,1.16E+04,5.83E+03,7.30E+03,3.09E+03,3.32E+03,1.77E+03,2.55E+03,2.38E+03,3.17E+03,2.72E+03,3.34E+03
GLB1L_HUMAN,2.85E+03,3.31E+03,3.80E+03,4.75E+03,,,,,3.36E+03,,1.90E+03,3.81E+03
XKR5_HUMAN,,,,,,,,,,,,
SE6L2_HUMAN,1.57E+04,1.43E+04,1.53E+04,1.57E+04,3.84E+03,4.76E+03,4.76E+03,5.25E+03,9.02E+03,9.37E+03,1.29E+04,1.36E+04
WDR82_HUMAN,2.90E+03,4.55E+03,4.32E+03,4.64E+03,4.30E+03,5.28E+03,6.69E+03,7.45E+03,2.85E+03,,3.80E+03,4.30E+03
BI2L2_HUMAN,5.44E+03,6.54E+03,9.20E+03,7.25E+03,,,,,6.36E+03,6.34E+03,6.83E+03,7.99E+03
RBP10_HUMAN,8.04E+03,6.22E+03,6.93E+03,6.47E+03,3.00E+03,3.80E+03,3.29E+03,5.56E+03,4.86E+03,5.02E+03,6.42E+03,7.49E+03
PACS1_HUMAN,1.02E+04,1.15E+04,9.57E+03,9.40E+03,5.41E+03,6.32E+03,5.07E+03,5.98E+03,1.01E+04,1.04E+04,1.15E+04,1.34E+04
MPRIP_HUMAN,5.49E+03,3.68E+03,5.54E+03,5.47E+03,4.74E+03,5.01E+03,4.63E+03,5.55E+03,7.03E+03,8.13E+03,8.24E+03,1.01E+04
RFIP1_HUMAN,1.13E+04,1.05E+04,1.47E+04,1.42E+04,2.42E+04,2.55E+04,2.28E+04,2.48E+04,2.47E+04,2.73E+04,3.50E+04,3.99E+04
ASCL4_HUMAN,8.53E+03,1.11E+04,2.50E+04,2.20E+04,1.12E+04,,1.05E+04,4.57E+03,3.97E+04,3.76E+04,4.28E+04,1.40E+04
PNCB_HUMAN,7.31E+03,6.01E+03,6.23E+03,6.10E+03,1.43E+04,1.67E+04,1.50E+04,1.74E+04,1.73E+04,1.78E+04,1.70E+04,1.70E+04
DUSTY_HUMAN,6.62E+04,6.68E+04,9.84E+04,9.23E+04,4.60E+04,4.66E+04,5.27E+04,5.91E+04,5.30E+04,5.61E+04,6.17E+04,6.17E+04
GGYF2_HUMAN,7.53E+03,7.63E+03,9.12E+03,6.04E+03,4.03E+03,5.40E+03,6.04E+03,6.65E+03,4.74E+03,6.00E+03,5.45E+03,5.62E+03
S36A4_HUMAN,1.18E+03,1.43E+03,1.84E+03,1.97E+03,,,,,1.04E+03,,4.79E+02,6.16E+02
CD109_HUMAN,3.37E+03,3.09E+03,3.58E+04,9.22E+04,1.45E+05,1.57E+05,1.63E+05,1.83E+05,1.42E+04,1.41E+04,1.44E+04,1.69E+04
THADA_HUMAN,,4.07E+03,3.43E+03,2.06E+03,2.34E+03,1.80E+03,2.44E+03,1.87E+03,2.11E+03,,2.57E+03,2.69E+03
HSDL2_HUMAN,1.80E+03,2.58E+03,3.94E+03,2.52E+03,8.71E+02,,,2.34E+03,2.00E+03,3.60E+03,1.68E+03,3.10E+03
KAT3_HUMAN,4.55E+03,4.51E+03,4.63E+03,5.20E+03,3.44E+03,3.97E+03,3.48E+03,2.99E+03,5.53E+03,5.13E+03,4.50E+03,4.53E+03
EMAL6_HUMAN,1.01E+05,9.19E+04,1.25E+05,1.29E+05,2.52E+04,2.26E+04,3.05E+04,1.61E+04,2.03E+04,2.06E+04,2.54E+04,1.99E+04
RN19B_HUMAN,,1.04E+03,1.92E+03,1.20E+03,2.41E+03,2.66E+03,2.68E+03,3.84E+03,8.43E+02,,1.02E+03,1.19E+03
GBP6_HUMAN,9.59E+03,8.36E+03,8.15E+03,1.02E+04,6.01E+03,6.89E+03,6.66E+03,8.04E+03,1.58E+04,1.17E+04,1.38E+04,9.78E+03
FRRS1_HUMAN,3.87E+02,,2.04E+03,1.75E+03,2.31E+03,2.87E+03,3.51E+03,5.46E+03,1.06E+03,8.86E+02,6.64E+02,1.25E+03
QSOX2_HUMAN,9.06E+03,1.08E+04,1.25E+04,9.51E+03,4.46E+03,4.67E+03,5.91E+03,6.44E+03,,5.08E+03,5.99E+03,7.26E+03
SRCAP_HUMAN,,,,,,3.08E+03,,2.81E+03,,,,
FA83H_HUMAN,5.35E+03,7.04E+03,7.84E+03,6.43E+03,,2.64E+03,2.64E+03,2.14E+03,5.55E+03,5.97E+03,6.37E+03,7.68E+03
RIPR1_HUMAN,2.23E+04,1.91E+04,2.38E+04,2.08E+04,2.12E+04,2.49E+04,2.27E+04,2.56E+04,9.65E+03,9.05E+03,1.01E+04,1.28E+04
NBEL1_HUMAN,3.16E+02,,,,1.11E+03,1.35E+03,1.38E+03,1.10E+03,9.77E+02,,8.70E+02,1.40E+03
YJ005_HUMAN,3.13E+03,6.55E+03,1.84E+03,4.27E+03,5.25E+03,6.49E+03,5.65E+03,5.43E+03,4.86E+03,5.23E+03,4.62E+03,5.94E+03
CRACD_HUMAN,,,2.43E+03,,3.07E+03,3.69E+03,3.95E+03,4.14E+03,1.73E+03,2.71E+03,3.31E+03,3.38E+03
LHPL2_HUMAN,3.12E+04,3.12E+04,2.75E+04,2.86E+04,2.79E+04,2.60E+04,2.36E+04,3.04E+04,4.12E+04,4.75E+04,4.45E+04,4.74E+04
FGD6_HUMAN,,,,5.51E+04,1.05E+04,9.62E+03,1.32E+04,7.59E+04,3.47E+04,3.82E+04,3.22E+04,2.68E+04
GRIN3_HUMAN,2.06E+04,1.89E+04,2.08E+04,2.02E+04,5.05E+03,5.95E+03,4.27E+03,5.19E+03,2.38E+04,2.69E+04,2.75E+04,3.23E+04
K154L_HUMAN,,,,,2.27E+04,2.47E+04,2.46E+04,2.59E+04,2.07E+04,2.36E+04,1.95E+04,2.12E+04
TM1L2_HUMAN,3.67E+03,4.16E+03,4.17E+03,3.25E+03,1.14E+04,1.26E+04,1.09E+04,1.41E+04,9.36E+03,1.08E+04,9.64E+03,1.06E+04
FBX50_HUMAN,1.72E+04,2.15E+04,1.18E+04,1.05E+04,4.35E+03,4.71E+03,2.64E+03,4.07E+03,4.03E+03,4.60E+03,4.46E+03,4.73E+03
SYDE1_HUMAN,,,1.09E+03,1.84E+03,4.25E+03,5.70E+03,3.94E+03,5.18E+03,1.61E+03,1.67E+03,1.77E+03,1.79E+03
TMTC3_HUMAN,,7.81E+03,6.58E+03,1.02E+04,5.53E+03,8.00E+03,5.28E+03,7.29E+03,1.05E+04,1.46E+04,8.31E+03,9.07E+03
VP13C_HUMAN,5.76E+03,5.72E+03,7.93E+03,8.43E+03,3.90E+03,4.50E+03,4.91E+03,5.19E+03,5.19E+03,5.40E+03,4.98E+03,6.01E+03
UBP31_HUMAN,,,,,7.30E+03,7.13E+03,6.27E+03,9.58E+03,,4.27E+03,4.86E+03,4.93E+03
RAPH1_HUMAN,1.03E+04,1.13E+04,9.79E+03,1.07E+04,1.38E+04,1.58E+04,1.32E+04,1.64E+04,8.36E+03,8.61E+03,1.11E+04,1.36E+04
RAPH1_HUMAN,9.65E+02,1.61E+03,1.66E+03,8.25E+02,9.98E+02,1.24E+03,1.26E+03,1.26E+03,6.04E+02,9.72E+02,1.08E+03,1.56E+03
UBP50_HUMAN,,1.20E+03,2.89E+03,2.40E+03,2.65E+03,2.78E+03,4.97E+03,5.23E+03,1.32E+04,1.68E+04,,2.22E+04
UBP43_HUMAN,1.54E+04,,1.66E+04,1.47E+04,6.28E+03,6.65E+03,,3.58E+03,5.55E+03,4.87E+03,,4.69E+03
MOB2_HUMAN,3.74E+03,7.21E+03,6.22E+03,6.07E+03,5.63E+03,7.13E+03,5.16E+03,6.55E+03,5.79E+03,5.46E+03,4.77E+03,4.73E+03
MOB3C_HUMAN,,,,3.66E+03,3.53E+03,5.29E+03,4.83E+03,6.22E+03,4.54E+03,6.62E+03,5.53E+03,5.88E+03
UN13D_HUMAN,1.09E+04,1.14E+04,7.34E+03,6.58E+03,4.35E+03,5.37E+03,5.60E+03,6.73E+03,8.31E+03,9.90E+03,7.80E+03,7.14E+03
IKIP_HUMAN,5.36E+03,5.16E+03,7.93E+03,6.64E+03,1.49E+03,1.41E+03,1.82E+03,2.23E+03,3.13E+03,2.82E+03,3.52E+03,4.13E+03
UB2R2_HUMAN,5.38E+03,4.41E+03,5.42E+03,5.41E+03,4.75E+03,4.68E+03,3.62E+03,4.86E+03,3.52E+03,4.98E+03,5.26E+03,5.57E+03
ILDR2_HUMAN,1.12E+04,8.44E+03,9.22E+03,9.26E+03,,,,,1.64E+03,2.29E+03,1.60E+03,2.59E+03
LARP4_HUMAN,,1.48E+03,2.32E+03,2.41E+03,1.14E+03,1.43E+03,2.05E+03,2.59E+03,3.29E+03,3.01E+03,3.00E+03,4.00E+03
NCKX5_HUMAN,5.45E+03,6.05E+03,8.48E+03,7.97E+03,1.32E+03,2.97E+03,2.94E+03,2.63E+03,,,2.88E+03,3.82E+03
TBA1A_HUMAN,7.12E+04,7.45E+04,5.59E+04,3.69E+04,4.63E+04,4.93E+04,4.71E+04,5.20E+04,4.75E+04,5.15E+04,3.34E+04,5.04E+04
RS27L_HUMAN,6.34E+03,5.69E+03,6.05E+03,5.98E+03,2.40E+03,2.40E+03,2.79E+03,3.66E+03,8.14E+03,8.01E+03,1.16E+04,1.25E+04
ANO5_HUMAN,9.29E+03,1.05E+04,8.98E+03,9.51E+03,1.77E+03,,,,3.05E+03,3.81E+03,3.70E+03,4.37E+03
MTSS2_HUMAN,5.30E+03,4.88E+03,3.41E+03,3.56E+03,2.01E+03,2.29E+03,2.09E+03,2.62E+03,2.66E+03,2.07E+03,2.79E+03,2.80E+03
ATS13_HUMAN,1.30E+04,8.97E+03,,1.33E+04,6.37E+03,6.67E+03,7.08E+03,7.11E+03,5.69E+03,4.98E+03,4.57E+03,5.70E+03
BT2A1_HUMAN,1.24E+04,1.38E+04,1.07E+04,9.93E+03,1.64E+04,1.87E+04,1.62E+04,2.07E+04,3.54E+04,3.62E+04,3.51E+04,3.61E+04
SND1_HUMAN,3.74E+04,3.73E+04,4.54E+04,4.50E+04,6.44E+04,6.93E+04,7.25E+04,8.21E+04,5.01E+04,5.21E+04,4.92E+04,5.37E+04
MARK2_HUMAN,1.24E+03,9.42E+02,7.48E+02,1.27E+03,7.13E+02,,4.43E+02,8.82E+02,9.75E+02,1.99E+03,2.03E+03,2.98E+03
MARK2_HUMAN,3.65E+04,3.95E+04,3.46E+04,3.47E+04,1.96E+04,2.24E+04,2.07E+04,2.44E+04,1.95E+04,2.12E+04,2.17E+04,2.46E+04
DDX46_HUMAN,2.32E+04,2.20E+04,3.19E+04,3.16E+04,5.35E+03,4.96E+03,6.69E+03,7.53E+03,1.06E+04,1.05E+04,1.15E+04,1.20E+04
RUFY3_HUMAN,,,7.03E+03,5.80E+03,3.73E+03,4.77E+03,2.57E+03,3.33E+03,,,1.86E+03,5.09E+03
SV2A_HUMAN,1.74E+04,1.80E+04,2.12E+04,2.27E+04,6.28E+03,7.33E+03,7.44E+03,9.07E+03,,4.53E+03,,8.28E+03
BZW1_HUMAN,8.78E+03,8.62E+03,7.81E+03,7.32E+03,1.07E+04,9.58E+03,1.14E+04,1.02E+04,1.02E+04,9.72E+03,8.60E+03,8.82E+03
MON1B_HUMAN,,,4.68E+03,4.83E+03,2.68E+03,1.15E+03,,3.37E+03,,,,
LRC8D_HUMAN,1.50E+04,1.25E+04,1.28E+04,1.35E+04,1.03E+04,1.11E+04,1.14E+04,1.22E+04,1.34E+04,1.40E+04,1.51E+04,1.64E+04
